brand,engine_type,fuel,transmission,km,price,year
Honda,JAZZ CROSSTAR 1.5 i-MMD Advance 2025,hybrid,automatická převodovka,0.0,599900,2026.0
Honda,JAZZ CROSSTAR 1.5 i-MMD Advance 2025,hybrid,automatická převodovka,0.0,599900,2026.0
Honda,JAZZ CROSSTAR 1.5 i-MMD Advance 2025,hybrid,automatická převodovka,0.0,599900,2026.0
Honda,CR-V e:HEV 2.0 i-MMD Elegance AWD 2024,hybrid,automatická převodovka,41864.0,909900,2024.0
Volkswagen,"Tiguan Comfortline 2,0 TDI 7DSG",nafta,automatická převodovka,181352.0,489900,2019.0
Volkswagen Užitkové vozy,Multivan 6.1 HL TDI 4MOT DSG,nafta,automatická převodovka,118193.0,1239900,2020.0
Škoda,"OCTAVIA COMBI AMBITION 1,6 TDI 85 kW",nafta,manuální převodovka,293934.0,184900,2019.0
Honda,CIVIC 5D 2.0 i-MMD Advance 2026,hybrid,automatická převodovka,0.0,839900,2026.0
Honda,CIVIC 5D 2.0 i-MMD Elegance 2026,hybrid,automatická převodovka,0.0,759900,2026.0
Honda,CIVIC 5D 2.0 i-MMD Advance 2026,hybrid,automatická převodovka,0.0,839900,2026.0
Volkswagen,"Golf Variant Life 1,0 TSI 6G",benzín,manuální převodovka,97450.0,399900,2022.0
Honda,CIVIC 5D 2.0 i-MMD Advance 2026,hybrid,automatická převodovka,0.0,839900,2026.0
Volkswagen Užitkové vozy,"Caddy Trendline 1,6 TDI (55 kW) 5stupňov",nafta,manuální převodovka,400176.0,119900,2010.0
Hyundai,"i30 1,6 COMBI",benzín,manuální převodovka,104368.0,159900,2013.0
Volkswagen,Touareg 3.0TDi V6 TIPTRONIC R-LINE,nafta,automatická převodovka,156421.0,499900,2016.0
Škoda,"SUPERB COMBI SELECTION 2,0 TDI 110 kW DS",nafta,automatická převodovka,42172.0,829900,2024.0
CUPRA,Formentor 1.5 TSI 150k,benzín,manuální převodovka,0.0,739900,2026.0
Ford,"S-MAX  2,0 TDCi TREND",nafta,manuální převodovka,200901.0,139900,2014.0
Honda,ZR-V e:HEV 2.0 i-MMD Elegance 2026,hybrid,automatická převodovka,0.0,759900,2026.0
Volkswagen,T-Cross Friends 1.0 TSI 85 kW 7DSG,benzín,automatická převodovka,0.0,570000,2026.0
Honda,ZR-V e:HEV 2.0 i-MMD Advance 2026,hybrid,automatická převodovka,0.0,852000,2026.0
Škoda,"SCALA SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,0.0,559800,2026.0
Honda,ZR-V e:HEV 2.0 i-MMD Sport 2026,hybrid,automatická převodovka,0.0,809900,2026.0
Škoda,"SCALA SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,0.0,559800,2026.0
Škoda,"KAROQ SPORTLINE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,920000,2026.0
Škoda,"KAROQ SPORTLINE 2,0 TDI 110 kW DSG 4x4",nafta,automatická převodovka,0.0,1060000,2026.0
Škoda,"KAROQ SPORTLINE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,960000,2026.0
Škoda,"KAROQ SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,0.0,808400,2026.0
Honda,HR-V e:HEV 1.5 i-MMD Advance Style 2026,hybrid,automatická převodovka,0.0,749900,2026.0
Škoda,"FABIA AMBITION 1,0 TSI 81 kW",benzín,manuální převodovka,142315.0,219900,2018.0
Volkswagen Užitkové vozy,"Caddy TL 2,0 TDI",nafta,manuální převodovka,114803.0,364900,2019.0
CUPRA,Formentor 1.5 TSI 150k,benzín,manuální převodovka,0.0,739900,2026.0
Škoda,"FABIA MONTE CARLO 1,0 TSI 85 kW DSG",benzín,automatická převodovka,16550.0,529000,2025.0
CUPRA,Formentor 1.5 TSI 150k,benzín,manuální převodovka,0.0,739900,2026.0
Škoda,"FABIA COMBI STYLE 1,0 TSI 70 kW",benzín,manuální převodovka,172902.0,189900,2020.0
CUPRA,Formentor 1.5 eTSI 150k DSG,benzín,automatická převodovka,0.0,844900,2026.0
Volkswagen,"ID.7 Tourer Pro S People 210  kW, 86 kWh",elektro,automatická převodovka,0.0,1570000,2026.0
CUPRA,Formentor 2.0 TSI 204k DSG 4WD,benzín,automatická převodovka,0.0,939900,2026.0
CUPRA,Formentor 2.0 TSI 204k DSG 4WD,benzín,automatická převodovka,0.0,939900,2026.0
CUPRA,Formentor 2.0 TSI 204k DSG 4WD,benzín,automatická převodovka,0.0,939900,2026.0
Volkswagen Užitkové vozy,"CADDY 2,0 TDI",nafta,manuální převodovka,93918.0,444900,2021.0
Volkswagen,"Taigo People 1,0 TSI 85kW 7DSG",benzín,automatická převodovka,13271.0,544000,2025.0
Volkswagen,T-Cross Life 1.0 TSI 85 kW 7DSG,benzín,automatická převodovka,74284.0,389900,2019.0
Škoda,"FABIA TOP SELECTION 1,5 TSI DSG 110kW",benzín,automatická převodovka,16826.0,524900,2025.0
SEAT,Leon Style 1.5 TSI 115k,benzín,manuální převodovka,0.0,582900,2026.0
Škoda,"KAMIQ TOP SELECTION 1,0 TSI DSG 85kW",benzín,automatická převodovka,24301.0,543000,2025.0
CUPRA,Formentor 2.0 TDI 150k DSG 4WD,nafta,automatická převodovka,34080.0,679900,2022.0
Audi,Q7 S line 50 TDI quattro,nafta,automatická převodovka,150233.0,1174900,2021.0
Volkswagen,"Tiguan Maraton Edition 2,0 TDI DPF 6G",nafta,manuální převodovka,70362.0,479900,2019.0
Škoda,"SCALA SELECTION 1,0 TSI 70 kW",benzín,manuální převodovka,0.0,473800,2026.0
Škoda,"Kodiaq Exclusive Selection 2,0 TDI 142 kW 7-stup. automat. 4x4",nafta,automatická převodovka,45402.0,1129900,2024.0
Škoda,"KAROQ AMBITION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,23627.0,684900,2024.0
Škoda,"FABIA COMBI AMBITION 1,0 TSI 70 kW",benzín,manuální převodovka,129696.0,235900,2022.0
Škoda,"KODIAQ STYLE 2,0 TDI 110 kW DSG",nafta,automatická převodovka,61362.0,789900,2022.0
Škoda,"FABIA AMBITION 1,0 TSI 81 kW",benzín,manuální převodovka,90407.0,214900,2020.0
CUPRA,Terramar 2.0 TSI 204k DSG 4WD,benzín,automatická převodovka,0.0,1254900,2026.0
CUPRA,Terramar 2.0 TSI 204k DSG 4WD,benzín,automatická převodovka,0.0,1154900,2026.0
Škoda,"OCTAVIA COMBI STYLE 2,0 TDI 110 kW DSG",nafta,automatická převodovka,342720.0,239900,2017.0
Škoda,"KAMIQ TOP SELECTION 1,0 TSI DSG 85kW",benzín,automatická převodovka,12591.0,559900,2025.0
Škoda,"SUPERB COMBI iV L&K 1,5 TSI 150 kW DSG P",hybrid,automatická převodovka,25707.0,969900,2025.0
Honda,HR-V e:HEV 1.5 i-MMD Advance 2026,hybrid,automatická převodovka,0.0,674900,2026.0
Honda,HR-V e:HEV 1.5 i-MMD Advance 2026,hybrid,automatická převodovka,0.0,674900,2026.0
Honda,HR-V e:HEV 1.5 i-MMD Advance 2025,hybrid,automatická převodovka,0.0,674900,2026.0
Honda,HR-V e:HEV 1.5 i-MMD Advance 2026,hybrid,automatická převodovka,0.0,674900,2026.0
Honda,HR-V e:HEV 1.5 i-MMD Advance 2025,hybrid,automatická převodovka,0.0,674900,2026.0
Honda,HR-V e:HEV 1.5 i-MMD Elegance 2026,hybrid,automatická převodovka,0.0,614900,2026.0
Škoda,"KODIAQ iV SPORTLINE 1,5 TSI 150 kW DSG P",hybrid,automatická převodovka,20780.0,1199000,2025.0
Audi,Q8 50 TDI quattro tiptronic,nafta,automatická převodovka,5000.0,2319900,
Audi,Q8 50 TDI quattro tiptronic,nafta,automatická převodovka,0.0,2459900,2026.0
Audi,Q8 50 TDI quattro tiptronic,nafta,automatická převodovka,0.0,2599900,2026.0
Audi,Q7 Sline TDI 210kW quattro tiptronic,nafta,automatická převodovka,0.0,2029900,2026.0
Audi,Q7 Sline TDI 210kW quattro tiptronic,nafta,automatická převodovka,0.0,2019900,2026.0
Volkswagen,"T-Roc Life 1,5 eTSI 85 kW 7DSG",benzín,automatická převodovka,0.0,762900,2026.0
Škoda,"FABIA SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,10518.0,479900,2025.0
Volkswagen,"T-Roc Life 1,5 eTSI 85 kW 7DSG",benzín,automatická převodovka,0.0,762900,2026.0
Volkswagen,"Golf R-Line People 1,5 eTSI 7DSG mHEV",benzín,automatická převodovka,0.0,777900,2026.0
Volkswagen,"T-Roc R-Line 1,5 eTSI 110 kW 7DSG",benzín,automatická převodovka,,899900,
Volkswagen,"Taigo Style 1,0 TSI 85 kW 7DSG",benzín,automatická převodovka,0.0,652900,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,584300,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,584300,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,584300,2026.0
Škoda,"KODIAQ SPORTLINE 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,0.0,1458100,2026.0
Škoda,"KODIAQ SELECTION 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,0.0,1524000,2026.0
Škoda,"FABIA COMBI STYLE 1,0 TSI 70 kW",benzín,manuální převodovka,120267.0,239900,2020.0
Škoda,"OCTAVIA COMBI AMBITION 2,0 TDI 85 kW",nafta,manuální převodovka,219992.0,319900,2023.0
Škoda,"SUPERB SELECTION 2,0 TDI 110 kW DSG",nafta,automatická převodovka,37905.0,799900,2024.0
Hyundai,i30 1.4T-GDI Style,benzín,manuální převodovka,101159.0,239900,2017.0
Honda,CR-V e:HEV 2.0 i-MMD Advance AWD 2025,hybrid,automatická převodovka,0.0,1079900,2026.0
Škoda,"SUPERB COMBI L&K 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,17715.0,1074900,2024.0
Honda,CR-V e:HEV 2.0 i-MMD Advance AWD 2025,hybrid,automatická převodovka,0.0,1079900,2026.0
Honda,CR-V e:HEV 2.0 i-MMD Advance AWD 2025,hybrid,automatická převodovka,0.0,1079900,2026.0
Honda,ZR-V e:HEV 2.0 i-MMD Advance 2026,hybrid,automatická převodovka,0.0,852000,2026.0
Honda,HR-V e:HEV 1.5 i-MMD Advance 2025,hybrid,automatická převodovka,0.0,674900,2026.0
Honda,HR-V e:HEV 1.5 i-MMD Elegance 2026,hybrid,automatická převodovka,0.0,614900,2026.0
SEAT,Ibiza Style 1.0 TSI 110k,benzín,manuální převodovka,64991.0,299000,2022.0
Škoda,"OCTAVIA COMBI STYLE 2,0 TSI 140 kW DSG",benzín,automatická převodovka,83637.0,429900,2018.0
Škoda,"OCTAVIA COMBI AMBITION FRESH 1,5 TSI 110",benzín,manuální převodovka,53624.0,579900,2024.0
Škoda,"OCTAVIA COMBI AMBITION FRESH 1,5 TSI 110",benzín,manuální převodovka,37339.0,588000,2024.0
SEAT,Arona FR 1.0 TSI 110k,benzín,manuální převodovka,31127.0,369900,2023.0
Škoda,"OCTAVIA ELEGANCE 2,0 TDI 110 kW",nafta,manuální převodovka,148632.0,204900,2013.0
Audi,Q3 Sline 40 TDI quattro Stronic,nafta,automatická převodovka,82289.0,619900,2019.0
Audi,A6 AVANT SPORT 50 TDI QUATTRO,nafta,automatická převodovka,173128.0,629900,2020.0
Škoda,"FABIA COMBI STYLE 1,0 TSI 81 kW",benzín,manuální převodovka,110565.0,299900,2020.0
Škoda,"KAROQ STYLE 1,5 TSI 110 kW",benzín,manuální převodovka,33643.0,609900,2023.0
Volkswagen Užitkové vozy,"CADDY 2,0 TDI TRENDLINE 75 KW",nafta,manuální převodovka,111145.0,354900,2019.0
Škoda,"SUPERB COMBI 1,6 TDI AMBITION 77KW",nafta,manuální převodovka,202620.0,199900,2014.0
Audi,Q5 S line 40 TDI quattro,nafta,automatická převodovka,32691.0,1169900,2025.0
Audi,A3 Sportback 30 TFSI Stronic,benzín,automatická převodovka,68343.0,359900,2019.0
Volkswagen,"TOURAN CL 1,5TSI EVO BMT OPF 7DSG",benzín,automatická převodovka,74962.0,579900,2020.0
SEAT,Leon FR 1.5 TSI,benzín,manuální převodovka,106539.0,339900,2019.0
Volkswagen Užitkové vozy,"T6 Kombi 2,0 TDI 4MOT 110KW DSG",nafta,automatická převodovka,189749.0,599900,2019.0
Volkswagen,"T-Roc Life 1,5 eTSI 85 kW 7DSG",benzín,automatická převodovka,0.0,733000,2026.0
Volkswagen,"T-Roc Life 1,5 eTSI 110 kW 7DSG",benzín,automatická převodovka,0.0,777000,2026.0
Volkswagen,"T-Roc Life 1,5 eTSI 110 kW 7DSG",benzín,automatická převodovka,0.0,777000,2026.0
Volkswagen,"T-Roc Life 1,5 eTSI 110 kW 7DSG",benzín,automatická převodovka,0.0,770000,2026.0
Volkswagen,"GOLF SPORTSVAN  1,5 TSI EVO 96kW",benzín,manuální převodovka,108430.0,379900,2020.0
Opel,"ASTRA SMILE 1,6 CDTi 81 kW",nafta,manuální převodovka,69279.0,209900,2018.0
Škoda,"OCTAVIA TOP SELECTION 2,0 TDI DSG 110 kW",nafta,automatická převodovka,,789000,2025.0
Volkswagen,"Golf People 1,5 TSI 6G",benzín,manuální převodovka,31359.0,509900,2024.0
Volkswagen,"ID.3 Pro People 150 kW, 59 kWh",elektro,automatická převodovka,0.0,999900,2026.0
Volkswagen,"Tiguan People 1,5 TSI 150 kW eHybrid",hybrid,automatická převodovka,0.0,985900,2026.0
Volkswagen,"Passat R-Line People 2,0 TDI 142 kW 4MOT",nafta,automatická převodovka,0.0,1176900,2026.0
Volkswagen,"Tayron People 2,0 TDI 110 kW 7DSG",nafta,automatická převodovka,0.0,1149900,2026.0
Volkswagen,"Taigo Style 1,0 TSI 85 kW 7DSG",benzín,automatická převodovka,0.0,652900,2026.0
Volkswagen,"Passat R-Line People 2,0 TDI 142 kW 4MOT",nafta,automatická převodovka,0.0,1176900,2026.0
Škoda,"OCTAVIA L&K 2,0 TSI 140 kW DSG",benzín,automatická převodovka,211435.0,339900,2019.0
Volkswagen,"Tiguan R-Line People 1,5 eTSI 110kW mHEV",benzín,automatická převodovka,0.0,1063900,2026.0
Volkswagen,"Tiguan R-Line People 1,5 eTSI 110kW mHEV",benzín,automatická převodovka,0.0,1063900,2026.0
Škoda,"OCTAVIA COMBI STYLE 1,5 TSI 110 kW",benzín,manuální převodovka,108599.0,479900,2021.0
CUPRA,Formentor 1.5 eTSI 150k DSG,benzín,automatická převodovka,0.0,849900,2026.0
Volkswagen,"Tayron People 2,0 TDI 110 kW",nafta,automatická převodovka,0.0,1143900,2026.0
Ford,"FUSION 1,4 i 59 kW",benzín,manuální převodovka,291523.0,29900,2008.0
Škoda,"OCTAVIA COMBI STYLE 1,6 TDI 85 kW",nafta,manuální převodovka,207523.0,229900,2018.0
Škoda,"KAROQ SEL.FRESH PLUS 1,5 TSI 110 kW DSG",benzín,automatická převodovka,34950.0,709900,2024.0
Škoda,"FABIA MONTE CARLO 1,0 TSI 85 kW",benzín,manuální převodovka,29518.0,499000,2024.0
